Time	TMin	TMax	Data[1]
4280	4148	4940	0
4176	4148	4940	0
4312	4148	4940	0
4284	4148	4940	0
4280	4148	4940	0
4256	4148	4940	0
4264	4148	4940	0
4408	4148	4940	0
4312	4148	4940	0
4248	4148	4940	0
4316	4148	4940	0
4296	4148	4940	0
4204	4148	4940	0
4288	4148	4940	0
4308	4148	4940	0
4232	4148	4940	0
4280	4148	4940	0
4312	4148	4940	0
4240	4148	4940	0
4280	4148	4940	0
4304	4148	4940	0
4300	4148	4940	0
4276	4148	4940	0
4356	4148	4940	0
4240	4148	4940	0
4260	4148	4940	0
4396	4148	4940	0
4332	4148	4940	0
4340	4148	4940	0
4872	4148	4940	0
4208	4148	4940	0
4324	4148	4940	0
4852	4148	4940	0
4228	4148	4940	0
4276	4148	4940	0
4860	4148	4940	0
4216	4148	4940	0
4292	4148	4940	0
4852	4148	4940	0
4220	4148	4940	0
4356	4148	4940	0
4784	4148	4940	0
4200	4148	4940	0
4320	4148	4940	0
4832	4148	4940	0
4248	4148	4940	0
4284	4148	4940	0
4852	4148	4940	0
4236	4148	4940	0
4288	4148	4940	0
4856	4148	4940	0
4208	4148	4940	0
4308	4148	4940	0
4856	4148	4940	0
4308	4148	4940	0
4316	4148	4940	0
4284	4148	4940	0
4352	4148	4940	0
4304	4148	4940	0
4276	4148	4940	0
4476	4148	4940	0
4380	4148	4940	0
4280	4148	4940	0
4324	4148	4940	0
4328	4148	4940	0
4292	4148	4940	0
4332	4148	4940	0
4336	4148	4940	0
4232	4148	4940	0
4280	4148	4940	0
4304	4148	4940	0
4212	4148	4940	0
