Time	TMin	TMax	Data[1]
4292	4100	4968	1226
4320	4100	4968	1254
4292	4100	4968	1230
4896	4100	4968	1245
4400	4100	4968	1231
4352	4100	4968	1212
4300	4100	4968	0
4316	4100	4968	0
4320	4100	4968	0
4224	4100	4968	0
4376	4100	4968	0
4420	4100	4968	1275
4248	4100	4968	1263
4400	4100	4968	1243
4320	4100	4968	1200
4368	4100	4968	1
4324	4100	4968	1
4240	4100	4968	0
4284	4100	4968	1240
4364	4100	4968	1151
4320	4100	4968	0
4192	4100	4968	0
4860	4100	4968	0
4332	4100	4968	0
4288	4100	4968	0
4296	4100	4968	0
4372	4100	4968	0
4324	4100	4968	0
4336	4100	4968	0
4372	4100	4968	1214
4388	4100	4968	1226
4244	4100	4968	800
4324	4100	4968	0
4360	4100	4968	0
4328	4100	4968	0
4324	4100	4968	0
4900	4100	4968	0
4232	4100	4968	0
4388	4100	4968	0
4280	4100	4968	0
4368	4100	4968	0
4308	4100	4968	0
4272	4100	4968	0
4484	4100	4968	0
4384	4100	4968	0
4280	4100	4968	0
4328	4100	4968	0
4396	4100	4968	0
4308	4100	4968	0
4376	4100	4968	0
4416	4100	4968	0
4312	4100	4968	0
4300	4100	4968	0
4860	4100	4968	0
4288	4100	4968	0
4276	4100	4968	0
4876	4100	4968	0
4216	4100	4968	0
4276	4100	4968	0
4872	4100	4968	0
4228	4100	4968	0
4292	4100	4968	0
4840	4100	4968	0
4244	4100	4968	0
4264	4100	4968	0
4808	4100	4968	0
4296	4100	4968	0
4268	4100	4968	0
4880	4100	4968	0
4212	4100	4968	0
4272	4100	4968	0
4868	4100	4968	0
4320	4100	4968	0
4316	4100	4968	0
4296	4100	4968	0
4368	4100	4968	0
4364	4100	4968	0
4292	4100	4968	0
4380	4100	4968	0
4396	4100	4968	0
4288	4100	4968	0
4308	4100	4968	0
4344	4100	4968	0
4356	4100	4968	0
4292	4100	4968	0
4308	4100	4968	0
4216	4100	4968	0
4296	4100	4968	0
4312	4100	4968	0
4208	4100	4968	0
4300	4100	4968	0
4324	4100	4968	0
4192	4100	4968	0
4292	4100	4968	0
4328	4100	4968	0
4188	4100	4968	0
4332	4100	4968	0
4308	4100	4968	0
4232	4100	4968	0
4268	4100	4968	0
4328	4100	4968	0
4216	4100	4968	0
4368	4100	4968	0
4420	4100	4968	0
4308	4100	4968	0
4356	4100	4968	0
4880	4100	4968	0
4220	4100	4968	0
4376	4100	4968	0
4888	4100	4968	0
4388	4100	4968	0
4368	4100	4968	0
4272	4100	4968	0
4380	4100	4968	0
4380	4100	4968	0
4280	4100	4968	0
4200	4100	4968	0
4316	4100	4968	0
4284	4100	4968	0
4304	4100	4968	0
4364	4100	4968	0
4104	4100	4968	0
4308	4100	4968	0
4388	4100	4968	0
4292	4100	4968	0
4292	4100	4968	0
4324	4100	4968	0
4224	4100	4968	1185
4364	4100	4968	0
4872	4100	4968	0
4348	4100	4968	0
4292	4100	4968	0
4852	4100	4968	0
4224	4100	4968	0
4288	4100	4968	1114
4356	4100	4968	1230
4420	4100	4968	1203
4404	4100	4968	1183
4236	4100	4968	0
4408	4100	4968	0
4884	4100	4968	1146
4296	4100	4968	867
4424	4100	4968	1193
4368	4100	4968	1209
4344	4100	4968	1177
4888	4100	4968	0
4316	4100	4968	0
4372	4100	4968	0
4888	4100	4968	0
4336	4100	4968	0
4364	4100	4968	0
4316	4100	4968	0
4392	4100	4968	0
4376	4100	4968	0
4300	4100	4968	1
4416	4100	4968	1267
4276	4100	4968	1271
4364	4100	4968	1273
4296	4100	4968	1273
4308	4100	4968	1274
4316	4100	4968	1274
4304	4100	4968	1274
4356	4100	4968	1274
4356	4100	4968	1275
4312	4100	4968	1273
4320	4100	4968	1272
4296	4100	4968	1246
4244	4100	4968	1189
4360	4100	4968	1191
4256	4100	4968	1260
4468	4100	4968	1259
4408	4100	4968	1256
4212	4100	4968	1249
4384	4100	4968	1249
4800	4100	4968	1209
4232	4100	4968	0
4388	4100	4968	0
4296	4100	4968	0
4480	4100	4968	0
4392	4100	4968	0
4288	4100	4968	0
4296	4100	4968	0
4360	4100	4968	0
4264	4100	4968	0
4352	4100	4968	0
4304	4100	4968	0
4232	4100	4968	0
4280	4100	4968	0
4280	4100	4968	0
4248	4100	4968	0
4256	4100	4968	0
4316	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4304	4100	4968	0
4208	4100	4968	0
4280	4100	4968	0
4316	4100	4968	0
4236	4100	4968	0
4348	4100	4968	0
4384	4100	4968	0
4352	4100	4968	0
4328	4100	4968	0
4848	4100	4968	0
4360	4100	4968	0
4300	4100	4968	0
4784	4100	4968	0
4188	4100	4968	0
4304	4100	4968	0
4832	4100	4968	0
4260	4100	4968	0
4288	4100	4968	0
4848	4100	4968	0
4320	4100	4968	0
4304	4100	4968	0
4280	4100	4968	0
4208	4100	4968	0
4284	4100	4968	0
4764	4100	4968	0
4224	4100	4968	0
4348	4100	4968	0
4780	4100	4968	0
4316	4100	4968	0
4324	4100	4968	0
4280	4100	4968	0
4348	4100	4968	0
4368	4100	4968	0
4300	4100	4968	0
4392	4100	4968	0
4288	4100	4968	0
4272	4100	4968	0
4460	4100	4968	0
4304	4100	4968	0
4308	4100	4968	0
4308	4100	4968	0
4344	4100	4968	0
4284	4100	4968	0
4320	4100	4968	0
4356	4100	4968	0
4216	4100	4968	0
4376	4100	4968	1278
4896	4100	4968	0
4312	4100	4968	0
4368	4100	4968	0
4896	4100	4968	1243
4472	4100	4968	1216
4412	4100	4968	1217
4220	4100	4968	1214
4252	4100	4968	0
4352	4100	4968	0
4316	4100	4968	0
4332	4100	4968	0
4896	4100	4968	1267
4548	4100	4968	1289
4296	4100	4968	1292
4304	4100	4968	1293
4192	4100	4968	0
4328	4100	4968	0
4220	4100	4968	0
4288	4100	4968	1206
4920	4100	4968	1148
4216	4100	4968	0
4356	4100	4968	0
4884	4100	4968	0
4388	4100	4968	0
4304	4100	4968	0
4308	4100	4968	0
4428	4100	4968	0
4416	4100	4968	0
4288	4100	4968	0
4408	4100	4968	0
4304	4100	4968	0
4296	4100	4968	0
4284	4100	4968	0
4328	4100	4968	0
4188	4100	4968	0
4304	4100	4968	0
4312	4100	4968	0
4216	4100	4968	0
4360	4100	4968	0
4400	4100	4968	0
4344	4100	4968	0
4340	4100	4968	0
4868	4100	4968	0
4216	4100	4968	0
4284	4100	4968	0
4876	4100	4968	0
4232	4100	4968	0
4260	4100	4968	0
4868	4100	4968	0
4224	4100	4968	0
4284	4100	4968	0
4868	4100	4968	0
4220	4100	4968	0
4376	4100	4968	0
4892	4100	4968	0
4372	4100	4968	0
4368	4100	4968	0
4284	4100	4968	0
4376	4100	4968	0
4284	4100	4968	0
4276	4100	4968	0
4388	4100	4968	0
4360	4100	4968	0
4300	4100	4968	0
4324	4100	4968	0
4368	4100	4968	0
4328	4100	4968	1076
4372	4100	4968	1103
4832	4100	4968	0
4212	4100	4968	0
4300	4100	4968	0
4848	4100	4968	0
4208	4100	4968	0
4376	4100	4968	0
4776	4100	4968	0
4232	4100	4968	0
4292	4100	4968	0
4852	4100	4968	0
4228	4100	4968	0
4288	4100	4968	0
4864	4100	4968	0
4212	4100	4968	0
4276	4100	4968	0
4888	4100	4968	0
4196	4100	4968	0
4308	4100	4968	0
4860	4100	4968	0
4332	4100	4968	0
4272	4100	4968	0
4892	4100	4968	0
4388	4100	4968	0
4368	4100	4968	0
4280	4100	4968	0
4456	4100	4968	0
4288	4100	4968	0
4312	4100	4968	0
4308	4100	4968	0
4376	4100	4968	0
4280	4100	4968	0
4312	4100	4968	0
4268	4100	4968	0
4264	4100	4968	0
4284	4100	4968	0
4304	4100	4968	0
4212	4100	4968	0
4296	4100	4968	0
4308	4100	4968	0
4212	4100	4968	0
4300	4100	4968	0
4300	4100	4968	0
4212	4100	4968	0
4300	4100	4968	165
4412	4100	4968	1198
4252	4100	4968	1208
4396	4100	4968	1211
4312	4100	4968	1192
4356	4100	4968	1154
4404	4100	4968	1152
4316	4100	4968	1142
4272	4100	4968	0
4292	4100	4968	0
4432	4100	4968	0
4328	4100	4968	0
4304	4100	4968	0
4464	4100	4968	0
4312	4100	4968	0
4312	4100	4968	0
4308	4100	4968	0
4376	4100	4968	0
4320	4100	4968	0
4376	4100	4968	1210
4908	4100	4968	1251
4396	4100	4968	1253
4340	4100	4968	1211
4316	4100	4968	1194
4300	4100	4968	1215
4884	4100	4968	1189
4404	4100	4968	1093
4312	4100	4968	0
4204	4100	4968	0
4396	4100	4968	0
4280	4100	4968	0
4260	4100	4968	0
4412	4100	4968	1216
4408	4100	4968	1255
4196	4100	4968	0
4296	4100	4968	0
4312	4100	4968	1193
4360	4100	4968	1195
4308	4100	4968	1196
4308	4100	4968	1196
4340	4100	4968	1188
4380	4100	4968	1172
4364	4100	4968	1161
4168	4100	4968	0
4884	4100	4968	0
4228	4100	4968	0
4264	4100	4968	0
4844	4100	4968	0
4228	4100	4968	0
4392	4100	4968	0
4888	4100	4968	0
4360	4100	4968	0
4380	4100	4968	0
4268	4100	4968	0
4420	4100	4968	1192
4408	4100	4968	1276
4208	4100	4968	1194
4376	4100	4968	1181
4808	4100	4968	1083
4532	4100	4968	875
4364	4100	4968	1225
4304	4100	4968	1200
4304	4100	4968	0
4404	4100	4968	0
4312	4100	4968	0
4340	4100	4968	0
4880	4100	4968	0
4300	4100	4968	0
4316	4100	4968	0
4884	4100	4968	0
4548	4100	4968	0
4360	4100	4968	0
4276	4100	4968	0
4396	4100	4968	0
4356	4100	4968	0
4304	4100	4968	0
4296	4100	4968	0
4376	4100	4968	0
4272	4100	4968	0
4332	4100	4968	0
4336	4100	4968	0
4228	4100	4968	0
4276	4100	4968	0
4284	4100	4968	0
4224	4100	4968	0
4384	4100	4968	0
4392	4100	4968	0
4328	4100	4968	0
4280	4100	4968	0
4848	4100	4968	0
4332	4100	4968	0
4264	4100	4968	0
4836	4100	4968	0
4236	4100	4968	0
4380	4100	4968	0
4776	4100	4968	0
4336	4100	4968	0
4284	4100	4968	0
4896	4100	4968	0
4348	4100	4968	0
4328	4100	4968	0
4328	4100	4968	0
4396	4100	4968	0
4380	4100	4968	0
4180	4100	4968	0
4384	4100	4968	0
4396	4100	4968	0
4296	4100	4968	1283
4340	4100	4968	1284
4396	4100	4968	1279
4328	4100	4968	1274
4388	4100	4968	1273
4268	4100	4968	1261
4332	4100	4968	1
4344	4100	4968	0
4216	4100	4968	0
4280	4100	4968	0
4332	4100	4968	0
4304	4100	4968	1205
4364	4100	4968	1207
4264	4100	4968	1170
4476	4100	4968	0
4392	4100	4968	0
4280	4100	4968	0
4288	4100	4968	0
4368	4100	4968	0
4308	4100	4968	0
4348	4100	4968	0
4324	4100	4968	0
4196	4100	4968	0
4312	4100	4968	0
4304	4100	4968	0
4224	4100	4968	0
4264	4100	4968	0
4324	4100	4968	0
4200	4100	4968	0
4316	4100	4968	0
4308	4100	4968	0
4220	4100	4968	0
4272	4100	4968	0
4328	4100	4968	0
4200	4100	4968	0
4276	4100	4968	0
4344	4100	4968	0
4220	4100	4968	0
4296	4100	4968	0
4288	4100	4968	0
4224	4100	4968	0
4288	4100	4968	0
4308	4100	4968	0
4220	4100	4968	0
4288	4100	4968	0
4308	4100	4968	0
4216	4100	4968	0
4280	4100	4968	0
4332	4100	4968	0
4220	4100	4968	0
4288	4100	4968	0
4320	4100	4968	0
4204	4100	4968	0
4288	4100	4968	0
4324	4100	4968	0
4216	4100	4968	0
4372	4100	4968	0
4396	4100	4968	0
4340	4100	4968	0
4332	4100	4968	0
4872	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4860	4100	4968	0
4232	4100	4968	0
4272	4100	4968	0
4856	4100	4968	0
4220	4100	4968	0
4304	4100	4968	0
4856	4100	4968	0
4336	4100	4968	0
4300	4100	4968	0
4264	4100	4968	0
4244	4100	4968	0
4416	4100	4968	0
4276	4100	4968	0
4472	4100	4968	0
4292	4100	4968	0
4260	4100	4968	0
4376	4100	4968	0
4268	4100	4968	0
4284	4100	4968	0
4388	4100	4968	0
4372	4100	4968	0
4312	4100	4968	0
4404	4100	4968	0
4300	4100	4968	0
4284	4100	4968	0
4308	4100	4968	0
4312	4100	4968	0
4204	4100	4968	0
4300	4100	4968	0
4308	4100	4968	0
4204	4100	4968	0
4308	4100	4968	0
4316	4100	4968	0
4220	4100	4968	0
4284	4100	4968	0
4304	4100	4968	0
4232	4100	4968	0
4368	4100	4968	0
4396	4100	4968	0
4320	4100	4968	0
4340	4100	4968	0
4884	4100	4968	0
4220	4100	4968	0
4284	4100	4968	0
4864	4100	4968	0
4236	4100	4968	0
4288	4100	4968	0
4852	4100	4968	0
4224	4100	4968	0
4288	4100	4968	0
4848	4100	4968	0
4204	4100	4968	0
4380	4100	4968	0
4792	4100	4968	0
4220	4100	4968	0
4292	4100	4968	0
4848	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4768	4100	4968	0
4332	4100	4968	0
4284	4100	4968	0
4856	4100	4968	0
4240	4100	4968	0
4252	4100	4968	0
4864	4100	4968	0
4336	4100	4968	0
4204	4100	4968	0
4852	4100	4968	0
4224	4100	4968	0
4288	4100	4968	0
4844	4100	4968	0
4224	4100	4968	0
4304	4100	4968	0
4840	4100	4968	0
4236	4100	4968	0
4284	4100	4968	0
4860	4100	4968	0
4220	4100	4968	0
4300	4100	4968	0
4852	4100	4968	0
4328	4100	4968	0
4288	4100	4968	0
4892	4100	4968	0
4376	4100	4968	0
4348	4100	4968	0
4284	4100	4968	0
4412	4100	4968	0
4384	4100	4968	0
4296	4100	4968	0
4404	4100	4968	0
4272	4100	4968	0
4300	4100	4968	0
4304	4100	4968	0
4324	4100	4968	0
4200	4100	4968	0
4304	4100	4968	0
4304	4100	4968	0
4236	4100	4968	0
4280	4100	4968	0
4312	4100	4968	0
4232	4100	4968	0
4356	4100	4968	0
4400	4100	4968	0
4300	4100	4968	0
4316	4100	4968	0
4828	4100	4968	0
4284	4100	4968	0
4316	4100	4968	0
4876	4100	4968	0
4196	4100	4968	0
4316	4100	4968	0
4868	4100	4968	0
4240	4100	4968	0
4276	4100	4968	0
4852	4100	4968	0
4200	4100	4968	0
4292	4100	4968	0
4872	4100	4968	0
4216	4100	4968	0
4392	4100	4968	0
4296	4100	4968	0
4344	4100	4968	0
4324	4100	4968	0
4260	4100	4968	0
4480	4100	4968	0
4300	4100	4968	0
4252	4100	4968	0
4408	4100	4968	0
4364	4100	4968	0
4316	4100	4968	0
4284	4100	4968	0
4380	4100	4968	0
4344	4100	4968	0
4288	4100	4968	0
4316	4100	4968	0
4188	4100	4968	0
4328	4100	4968	0
4292	4100	4968	0
4204	4100	4968	0
4292	4100	4968	0
4324	4100	4968	0
4208	4100	4968	0
4296	4100	4968	0
4292	4100	4968	0
4240	4100	4968	0
4256	4100	4968	0
4332	4100	4968	0
4208	4100	4968	0
4296	4100	4968	0
4264	4100	4968	0
4216	4100	4968	0
4300	4100	4968	0
4300	4100	4968	0
4216	4100	4968	0
4304	4100	4968	0
4316	4100	4968	0
4216	4100	4968	0
4284	4100	4968	0
4312	4100	4968	0
4212	4100	4968	0
4300	4100	4968	0
4296	4100	4968	0
4208	4100	4968	0
4284	4100	4968	0
4304	4100	4968	0
4204	4100	4968	0
4308	4100	4968	0
4296	4100	4968	0
4216	4100	4968	0
4276	4100	4968	0
4284	4100	4968	0
4224	4100	4968	0
4280	4100	4968	0
4336	4100	4968	0
4212	4100	4968	0
4272	4100	4968	0
4332	4100	4968	0
4232	4100	4968	0
4280	4100	4968	0
4320	4100	4968	0
4304	4100	4968	0
4280	4100	4968	0
4384	4100	4968	0
4344	4100	4968	0
4336	4100	4968	0
4876	4100	4968	0
4232	4100	4968	0
4268	4100	4968	0
4868	4100	4968	0
4240	4100	4968	0
4348	4100	4968	0
4788	4100	4968	0
4324	4100	4968	0
4196	4100	4968	0
4852	4100	4968	0
4308	4100	4968	0
4308	4100	4968	0
4876	4100	4968	0
4244	4100	4968	0
4412	4100	4968	0
4284	4100	4968	0
4456	4100	4968	0
4392	4100	4968	0
4288	4100	4968	0
4320	4100	4968	0
4356	4100	4968	0
4284	4100	4968	0
4308	4100	4968	0
4332	4100	4968	0
4224	4100	4968	0
4292	4100	4968	0
4296	4100	4968	0
4204	4100	4968	0
4308	4100	4968	0
4308	4100	4968	0
4196	4100	4968	0
4308	4100	4968	0
4304	4100	4968	0
4192	4100	4968	0
4316	4100	4968	0
4316	4100	4968	0
4220	4100	4968	0
4288	4100	4968	0
4320	4100	4968	0
4216	4100	4968	0
4276	4100	4968	0
4324	4100	4968	0
4212	4100	4968	0
4288	4100	4968	0
4296	4100	4968	0
4228	4100	4968	0
4276	4100	4968	0
4320	4100	4968	0
4228	4100	4968	0
4276	4100	4968	0
4296	4100	4968	0
4220	4100	4968	0
4296	4100	4968	0
4324	4100	4968	0
4220	4100	4968	0
4280	4100	4968	0
4320	4100	4968	0
4196	4100	4968	0
4296	4100	4968	0
4328	4100	4968	0
4212	4100	4968	0
4288	4100	4968	0
4292	4100	4968	0
4236	4100	4968	0
4368	4100	4968	0
4368	4100	4968	0
4364	4100	4968	0
4288	4100	4968	0
4856	4100	4968	0
4296	4100	4968	0
4292	4100	4968	0
4844	4100	4968	0
4232	4100	4968	0
4296	4100	4968	0
4852	4100	4968	0
4232	4100	4968	0
4256	4100	4968	0
4792	4100	4968	0
4308	4100	4968	0
4276	4100	4968	0
4852	4100	4968	0
4240	4100	4968	0
4288	4100	4968	0
4844	4100	4968	0
4200	4100	4968	0
4396	4100	4968	0
4780	4100	4968	0
4232	4100	4968	0
4296	4100	4968	0
4848	4100	4968	0
4232	4100	4968	0
4256	4100	4968	0
4860	4100	4968	0
4328	4100	4968	0
4284	4100	4968	0
4776	4100	4968	0
4324	4100	4968	0
4200	4100	4968	0
4856	4100	4968	0
4236	4100	4968	0
4280	4100	4968	0
4860	4100	4968	0
4236	4100	4968	0
4280	4100	4968	0
4856	4100	4968	0
4212	4100	4968	0
4388	4100	4968	0
4888	4100	4968	0
4376	4100	4968	0
4368	4100	4968	0
4276	4100	4968	0
4412	4100	4968	0
4368	4100	4968	0
4288	4100	4968	0
4188	4100	4968	0
4308	4100	4968	0
4280	4100	4968	0
4288	4100	4968	0
4372	4100	4968	0
4296	4100	4968	0
4312	4100	4968	0
4360	4100	4968	0
4216	4100	4968	0
4284	4100	4968	0
4312	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4304	4100	4968	0
4224	4100	4968	0
4284	4100	4968	0
4292	4100	4968	0
4224	4100	4968	0
4296	4100	4968	0
4312	4100	4968	0
4188	4100	4968	0
4316	4100	4968	0
4284	4100	4968	0
4208	4100	4968	0
4308	4100	4968	0
4300	4100	4968	0
4220	4100	4968	0
4280	4100	4968	0
4324	4100	4968	0
4204	4100	4968	0
4304	4100	4968	0
4292	4100	4968	0
4212	4100	4968	0
4296	4100	4968	0
4308	4100	4968	0
4232	4100	4968	0
4288	4100	4968	0
4288	4100	4968	0
4228	4100	4968	0
4288	4100	4968	0
4304	4100	4968	0
4224	4100	4968	0
4284	4100	4968	0
4284	4100	4968	0
4228	4100	4968	0
4280	4100	4968	0
4336	4100	4968	0
4204	4100	4968	0
4296	4100	4968	0
4316	4100	4968	0
4220	4100	4968	0
4284	4100	4968	0
4312	4100	4968	0
4208	4100	4968	0
4300	4100	4968	0
4316	4100	4968	0
4216	4100	4968	0
4272	4100	4968	0
4328	4100	4968	0
4208	4100	4968	0
4292	4100	4968	0
4316	4100	4968	0
4220	4100	4968	0
4280	4100	4968	0
4324	4100	4968	0
4220	4100	4968	0
4280	4100	4968	0
4312	4100	4968	0
4224	4100	4968	0
4288	4100	4968	0
4320	4100	4968	0
4204	4100	4968	0
4300	4100	4968	0
4320	4100	4968	0
4296	4100	4968	0
4312	4100	4968	0
4400	4100	4968	0
4316	4100	4968	0
4332	4100	4968	0
4860	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4872	4100	4968	0
4204	4100	4968	0
4404	4100	4968	0
4276	4100	4968	0
4348	4100	4968	0
4372	4100	4968	0
4304	4100	4968	0
4456	4100	4968	0
4312	4100	4968	0
4292	4100	4968	0
4284	4100	4968	0
4400	4100	4968	0
4324	4100	4968	0
4292	4100	4968	0
4308	4100	4968	0
4232	4100	4968	0
4292	4100	4968	0
4316	4100	4968	0
4212	4100	4968	0
4284	4100	4968	0
4308	4100	4968	0
4216	4100	4968	0
4280	4100	4968	0
4324	4100	4968	0
4216	4100	4968	0
4292	4100	4968	0
4288	4100	4968	0
4216	4100	4968	0
4276	4100	4968	0
4284	4100	4968	0
4216	4100	4968	0
4308	4100	4968	0
4308	4100	4968	0
4220	4100	4968	0
4280	4100	4968	0
4320	4100	4968	0
4192	4100	4968	0
4308	4100	4968	0
4308	4100	4968	0
4216	4100	4968	0
4304	4100	4968	0
4276	4100	4968	0
4208	4100	4968	0
4368	4100	4968	0
4396	4100	4968	0
4332	4100	4968	0
4344	4100	4968	0
4868	4100	4968	0
4212	4100	4968	0
4380	4100	4968	0
4784	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4772	4100	4968	0
4292	4100	4968	0
4308	4100	4968	0
4856	4100	4968	0
4228	4100	4968	0
4268	4100	4968	0
4864	4100	4968	0
4216	4100	4968	0
4276	4100	4968	0
4864	4100	4968	0
4240	4100	4968	0
4280	4100	4968	0
4876	4100	4968	0
4240	4100	4968	0
4268	4100	4968	0
4800	4100	4968	0
4296	4100	4968	0
4280	4100	4968	0
4852	4100	4968	0
4208	4100	4968	0
4404	4100	4968	0
4864	4100	4968	0
4348	4100	4968	0
4360	4100	4968	0
4340	4100	4968	0
4376	4100	4968	0
4280	4100	4968	0
4264	4100	4968	0
4412	4100	4968	0
4296	4100	4968	0
4264	4100	4968	0
4416	4100	4968	0
4276	4100	4968	0
4260	4100	4968	0
4412	4100	4968	0
4292	4100	4968	0
4256	4100	4968	0
4400	4100	4968	0
4392	4100	4968	0
4280	4100	4968	0
4296	4100	4968	0
4376	4100	4968	0
4272	4100	4968	0
4340	4100	4968	0
4332	4100	4968	0
4200	4100	4968	0
4312	4100	4968	0
4316	4100	4968	0
4204	4100	4968	0
4300	4100	4968	0
4288	4100	4968	0
4236	4100	4968	0
4360	4100	4968	0
4424	4100	4968	0
4336	4100	4968	0
4316	4100	4968	0
4888	4100	4968	0
4224	4100	4968	0
4300	4100	4968	0
4848	4100	4968	0
4240	4100	4968	0
4276	4100	4968	0
4864	4100	4968	0
4232	4100	4968	0
4288	4100	4968	0
4856	4100	4968	0
4296	4100	4968	0
4308	4100	4968	0
4892	4100	4968	0
4216	4100	4968	0
4252	4100	4968	0
4780	4100	4968	0
4228	4100	4968	0
4288	4100	4968	0
4852	4100	4968	0
4244	4100	4968	0
4284	4100	4968	0
4852	4100	4968	0
4224	4100	4968	0
4280	4100	4968	0
4880	4100	4968	0
4228	4100	4968	0
4272	4100	4968	0
4748	4100	4968	0
4332	4100	4968	0
4276	4100	4968	0
4864	4100	4968	0
4212	4100	4968	0
4408	4100	4968	0
4296	4100	4968	0
4376	4100	4968	0
4300	4100	4968	0
4224	4100	4968	0
4500	4100	4968	0
4368	4100	4968	0
4308	4100	4968	0
4172	4100	4968	0
4300	4100	4968	0
4276	4100	4968	0
4204	4100	4968	0
4296	4100	4968	0
4296	4100	4968	0
4316	4100	4968	0
4352	4100	4968	0
4264	4100	4968	0
4352	4100	4968	0
4328	4100	4968	0
4296	4100	4968	0
4288	4100	4968	0
4260	4100	4968	0
4200	4100	4968	0
4304	4100	4968	0
4280	4100	4968	0
4196	4100	4968	0
4412	4100	4968	0
4400	4100	4968	0
4304	4100	4968	0
4324	4100	4968	0
4904	4100	4968	0
4224	4100	4968	0
4284	4100	4968	0
4876	4100	4968	0
4232	4100	4968	0
4292	4100	4968	0
4848	4100	4968	0
4228	4100	4968	0
4268	4100	4968	0
4848	4100	4968	0
4208	4100	4968	0
4304	4100	4968	0
4880	4100	4968	0
4228	4100	4968	0
4384	4100	4968	0
4296	4100	4968	0
4336	4100	4968	0
4352	4100	4968	0
4308	4100	4968	0
4408	4100	4968	0
4384	4100	4968	0
4280	4100	4968	0
4332	4100	4968	0
4396	4100	4968	0
4280	4100	4968	0
4304	4100	4968	0
4272	4100	4968	0
4236	4100	4968	0
4268	4100	4968	0
4304	4100	4968	0
4216	4100	4968	0
4288	4100	4968	0
4336	4100	4968	0
4212	4100	4968	0
4284	4100	4968	0
4324	4100	4968	0
4216	4100	4968	0
4300	4100	4968	0
4316	4100	4968	0
4220	4100	4968	0
4276	4100	4968	0
4228	4100	4968	0
4268	4100	4968	0
4288	4100	4968	0
4300	4100	4968	0
4216	4100	4968	0
4380	4100	4968	0
4392	4100	4968	0
4316	4100	4968	0
4316	4100	4968	0
4856	4100	4968	0
4276	4100	4968	0
4308	4100	4968	0
4860	4100	4968	0
4220	4100	4968	0
4296	4100	4968	0
4764	4100	4968	0
4312	4100	4968	0
4300	4100	4968	0
4860	4100	4968	0
4228	4100	4968	0
4268	4100	4968	0
4860	4100	4968	0
4236	4100	4968	0
4284	4100	4968	0
4844	4100	4968	0
4232	4100	4968	0
4296	4100	4968	0
4852	4100	4968	0
4280	4100	4968	0
4320	4100	4968	0
4884	4100	4968	0
4360	4100	4968	0
4340	4100	4968	0
4308	4100	4968	0
4400	4100	4968	0
4256	4100	4968	0
4284	4100	4968	0
4404	4100	4968	0
4364	4100	4968	0
4308	4100	4968	0
4312	4100	4968	0
4408	4100	4968	0
4292	4100	4968	0
4296	4100	4968	0
4296	4100	4968	0
4224	4100	4968	0
4272	4100	4968	0
4340	4100	4968	0
4220	4100	4968	0
4288	4100	4968	0
4320	4100	4968	0
4312	4100	4968	0
4304	4100	4968	0
4376	4100	4968	0
4316	4100	4968	0
4332	4100	4968	0
4892	4100	4968	0
4216	4100	4968	0
4296	4100	4968	0
4876	4100	4968	0
4196	4100	4968	0
4312	4100	4968	0
4788	4100	4968	0
4308	4100	4968	0
4292	4100	4968	0
4856	4100	4968	0
4204	4100	4968	0
4392	4100	4968	0
4900	4100	4968	0
4536	4100	4968	0
4320	4100	4968	0
4312	4100	4968	0
4404	4100	4968	0
4348	4100	4968	0
4324	4100	4968	0
4316	4100	4968	0
4412	4100	4968	0
4280	4100	4968	0
4304	4100	4968	0
4280	4100	4968	0
4212	4100	4968	0
4304	4100	4968	0
4288	4100	4968	0
4240	4100	4968	0
4348	4100	4968	0
4412	4100	4968	0
4304	4100	4968	0
4360	4100	4968	0
4880	4100	4968	0
4224	4100	4968	0
4280	4100	4968	0
4864	4100	4968	0
4224	4100	4968	0
4288	4100	4968	0
4864	4100	4968	0
4232	4100	4968	0
4276	4100	4968	0
4796	4100	4968	0
4284	4100	4968	0
4280	4100	4968	0
4868	4100	4968	0
4224	4100	4968	0
4284	4100	4968	0
4852	4100	4968	0
4216	4100	4968	0
4280	4100	4968	0
4872	4100	4968	0
4228	4100	4968	0
4292	4100	4968	0
4780	4100	4968	0
4312	4100	4968	0
4284	4100	4968	0
4844	4100	4968	0
4228	4100	4968	0
4300	4100	4968	0
4848	4100	4968	0
4204	4100	4968	0
4316	4100	4968	0
4852	4100	4968	0
4228	4100	4968	0
4284	4100	4968	0
4860	4100	4968	0
4208	4100	4968	0
4288	4100	4968	0
4860	4100	4968	0
4332	4100	4968	0
4264	4100	4968	0
4788	4100	4968	0
4240	4100	4968	0
4284	4100	4968	0
4836	4100	4968	0
4332	4100	4968	0
4296	4100	4968	0
4892	4100	4968	0
4348	4100	4968	0
4368	4100	4968	0
4272	4100	4968	0
4400	4100	4968	0
4304	4100	4968	0
4256	4100	4968	0
4456	4100	4968	0
4300	4100	4968	0
4284	4100	4968	0
4312	4100	4968	0
4332	4100	4968	0
4276	4100	4968	0
